taskName,program,nlDescription
25ff71a9.json,(lambda (to_original_grid_overlay (move (filter_block_tiles (grid_to_block $0) (lambda true)) 1 south false) false)),move all the blue color move down  by one grid
25ff71a9.json,(lambda (to_original_grid_overlay (box_block (move (grid_to_block $0) 1 south false)) false)),move all the blue color move down  by one grid
25ff71a9.json,(lambda (to_original_grid_overlay (move (box_block (grid_to_block $0)) 1 south false) false)),move all the blue color move down  by one grid
25ff71a9.json,(lambda (to_original_grid_overlay (remove_black_b (remove_black_b (move (grid_to_block $0) 1 south false))) false)),move all the blue color move down  by one grid
25ff71a9.json,(lambda (to_original_grid_overlay (replace_color (move (grid_to_block $0) 1 south false) pink grey) false)),move all the blue color move down  by one grid
25ff71a9.json,(lambda (to_original_grid_overlay (replace_color (move (grid_to_block $0) 1 south false) pink red) false)),move all the blue color move down  by one grid
25ff71a9.json,(lambda (to_original_grid_overlay (replace_color (move (grid_to_block $0) 1 south false) orange grey) false)),move all the blue color move down  by one grid
25ff71a9.json,(lambda (to_original_grid_overlay (replace_color (move (grid_to_block $0) 1 south false) orange red) false)),move all the blue color move down  by one grid
25ff71a9.json,(lambda (to_original_grid_overlay (move (duplicate (grid_to_block $0) north_east 3) 1 south false) false)),move all the blue color move down  by one grid
25ff71a9.json,(lambda (to_original_grid_overlay (move (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda 1) true) 1 south false) false)),move all the blue color move down  by one grid
25ff71a9.json,(lambda (to_original_grid_overlay (move (grid_to_block $0) 1 south (is_tile (grid_to_block $0))) false)),move all the blue color move down  by one grid
25ff71a9.json,(lambda (to_original_grid_overlay (move (grid_to_block $0) 1 south false) (is_tile (grid_to_block $0)))),move all the blue color move down  by one grid
25ff71a9.json,(lambda (to_original_grid_overlay (remove_black_b (move (grid_to_block $0) 1 south (negate_boolean true))) false)),move all the blue color move down  by one grid
28bf18c6.json,(lambda (to_min_grid (duplicate (box_block (remove_black_b (grid_to_block $0))) east 1) false)),copy the figure two times in that grid size.
28bf18c6.json,(lambda (to_min_grid (duplicate (singleton_block (find_same_color_blocks $0 true true)) east 1) false)),copy the figure two times in that grid size.
28bf18c6.json,(lambda (to_min_grid (duplicate (singleton_block (find_same_color_blocks $0 true true)) east 1) true)),copy the figure two times in that grid size.
28bf18c6.json,(lambda (to_min_grid (duplicate (merge_blocks (find_same_color_blocks $0 true true) false) east 1) false)),copy the figure two times in that grid size.
28bf18c6.json,(lambda (to_min_grid (duplicate (merge_blocks (find_same_color_blocks $0 true true) true) east 1) false)),copy the figure two times in that grid size.
28bf18c6.json,(lambda (to_min_grid (duplicate (first_of_sorted_object_list (find_same_color_blocks $0 true true) (lambda 1) true) east 1) false)),copy the figure two times in that grid size.
28bf18c6.json,(lambda (to_min_grid (duplicate (first_of_sorted_object_list (find_same_color_blocks $0 true true) (lambda 1) true) east 1) true)),copy the figure two times in that grid size.
28bf18c6.json,(lambda (to_min_grid (duplicate (box_block (filter_block_tiles (remove_black_b (grid_to_block $0)) (lambda (is_exterior $0 true)))) east 1) false)),copy the figure two times in that grid size.
28bf18c6.json,(lambda (to_min_grid (duplicate (box_block (first_of_sorted_object_list (find_same_color_blocks $0 true true) (lambda 1) true)) east 1) false)),copy the figure two times in that grid size.
28bf18c6.json,(lambda (to_min_grid (duplicate (map_block_tiles (first_of_sorted_object_list (find_same_color_blocks $0 true true) (lambda 1) true) (lambda $0)) east 1) false)),copy the figure two times in that grid size.
28bf18c6.json,(lambda (to_min_grid (remove_black_b (move (grid_to_block $0) 3 east true)) true)),copy the figure two times in that grid size.
28bf18c6.json,(lambda (to_min_grid (remove_black_b (move (grid_to_block $0) 3 east true)) false)),copy the figure two times in that grid size.
28bf18c6.json,(lambda (to_min_grid (duplicate (merge_blocks (find_same_color_blocks $0 true true) true) east 1) true)),copy the figure two times in that grid size.
28bf18c6.json,(lambda (to_min_grid (duplicate (merge_blocks (find_same_color_blocks $0 true true) false) east 1) true)),copy the figure two times in that grid size.
28bf18c6.json,(lambda (to_min_grid (remove_black_b (move (grid_to_block $0) 3 west true)) true)),copy the figure two times in that grid size.
28bf18c6.json,(lambda (to_min_grid (remove_black_b (move (grid_to_block $0) 3 west true)) false)),copy the figure two times in that grid size.
28bf18c6.json,(lambda (to_min_grid (duplicate (merge_blocks (find_blocks_by_inferred_b $0 true true) false) east 1) false)),copy the figure two times in that grid size.
28bf18c6.json,(lambda (to_min_grid (duplicate (merge_blocks (find_blocks_by_inferred_b $0 true true) false) east 1) true)),copy the figure two times in that grid size.
28bf18c6.json,(lambda (to_min_grid (duplicate (merge_blocks (find_blocks_by_inferred_b $0 true true) true) east 1) false)),copy the figure two times in that grid size.
28bf18c6.json,(lambda (to_min_grid (duplicate (merge_blocks (find_blocks_by_inferred_b $0 true true) true) east 1) true)),copy the figure two times in that grid size.
28bf18c6.json,(lambda (to_min_grid (duplicate (box_block (remove_black_b (grid_to_block $0))) east 1) true)),copy the figure two times in that grid size.
28bf18c6.json,(lambda (to_min_grid (duplicate (box_block (remove_black_b (grid_to_block $0))) west 1) false)),copy the figure two times in that grid size.
28bf18c6.json,(lambda (to_min_grid (duplicate (box_block (remove_black_b (grid_to_block $0))) west 1) true)),copy the figure two times in that grid size.
28bf18c6.json,(lambda (to_min_grid (duplicate (box_block (remove_black_b (remove_black_b (grid_to_block $0)))) east 1) true)),copy the figure two times in that grid size.
28bf18c6.json,(lambda (to_min_grid (duplicate (box_block (box_block (remove_black_b (grid_to_block $0)))) east 1) true)),copy the figure two times in that grid size.
28bf18c6.json,(lambda (to_min_grid (duplicate (box_block (remove_color (grid_to_block $0) (nth_primary_color (grid_to_block $0) 0))) east 1) true)),copy the figure two times in that grid size.
28bf18c6.json,(lambda (to_min_grid (duplicate (box_block (remove_black_b (merge_blocks (splitblocks_to_blocks (split_grid $0 false)) true))) east 1) true)),copy the figure two times in that grid size.
28bf18c6.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (move (grid_to_block $0) 3 east true)) (lambda (is_exterior $0 true))) false)),copy the figure two times in that grid size.
28bf18c6.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (move (grid_to_block $0) 3 east true)) (lambda (is_exterior $0 true))) true)),copy the figure two times in that grid size.
2dc579da.json,(lambda (to_min_grid (first_of_sorted_object_list (find_blocks_by_color $0 (nth_primary_color (grid_to_block $0) 0) false false) (lambda (get_num_tiles $0)) true) true)),"select the quadrant with the different colored square, then copy and paste the quadrant as the output."
2dc579da.json,(lambda (to_min_grid (first_of_sorted_object_list (map_blocks (find_blocks_by_color $0 (nth_primary_color (grid_to_block $0) 0) false false) (lambda $0)) (lambda (get_num_tiles $0)) true) true)),"select the quadrant with the different colored square, then copy and paste the quadrant as the output."
2dc579da.json,(lambda (to_min_grid (first_of_sorted_object_list (filter_blocks (find_blocks_by_color $0 (nth_primary_color (grid_to_block $0) 0) false false) (lambda true)) (lambda (get_num_tiles $0)) true) true)),"select the quadrant with the different colored square, then copy and paste the quadrant as the output."
2dc579da.json,(lambda (to_min_grid (first_of_sorted_object_list (find_blocks_by_color $0 (nth_primary_color (grid_to_block $0) 0) false false) (lambda (get_num_tiles (remove_color $0 blue))) true) true)),"select the quadrant with the different colored square, then copy and paste the quadrant as the output."
2dc579da.json,(lambda (to_min_grid (first_of_sorted_object_list (filter_blocks (find_blocks_by_color $0 (nth_primary_color (grid_to_block $0) 0) false false) (lambda (negate_boolean false))) (lambda (get_num_tiles $0)) true) true)),"select the quadrant with the different colored square, then copy and paste the quadrant as the output."
2dc579da.json,(lambda (to_min_grid (first_of_sorted_object_list (find_blocks_by_color $0 (nth_primary_color (grid_to_block $0) 0) false false) (lambda (get_num_tiles (remove_color $0 (nth_primary_color $0 2)))) true) true)),"select the quadrant with the different colored square, then copy and paste the quadrant as the output."
2dc579da.json,(lambda (to_min_grid (first_of_sorted_object_list (map_blocks (find_blocks_by_color $0 (nth_primary_color (grid_to_block $0) 0) false false) (lambda $0)) (lambda (get_num_tiles (remove_color $0 blue))) true) true)),"select the quadrant with the different colored square, then copy and paste the quadrant as the output."
2dc579da.json,(lambda (to_min_grid (first_of_sorted_object_list (filter_blocks (find_blocks_by_color $0 (nth_primary_color (grid_to_block $0) 0) false false) (lambda true)) (lambda (get_num_tiles (remove_color $0 blue))) true) true)),"select the quadrant with the different colored square, then copy and paste the quadrant as the output."
