,program,DSL,generation,frontierEntryRank,isHandWritten,nl_0,nl_1,nl_2,nl_3,nl_4,nl_5
a740d043.json,(lambda (blocks_to_min_grid (find_blocks_by_inferred_b $0 true false) false false)),rich,0,3,False,follow the insturction,make the pattern and if there is any more on the side s or any blue fill in with black,,,,
a740d043.json,(lambda (blocks_to_min_grid (find_blocks_by_inferred_b $0 true false) false true)),rich,0,4,False,follow the insturction,make the pattern and if there is any more on the side s or any blue fill in with black,,,,
a740d043.json,(lambda (to_min_grid (remove_color (grid_to_block $0) blue) (negate_boolean true))),rich,0,5,False,follow the insturction,make the pattern and if there is any more on the side s or any blue fill in with black,,,,
a740d043.json,(lambda (to_min_grid (remove_black_b (remove_color (grid_to_block $0) blue)) false)),rich,0,6,False,follow the insturction,make the pattern and if there is any more on the side s or any blue fill in with black,,,,
a740d043.json,(lambda (to_min_grid (remove_color (box_block (grid_to_block $0)) blue) false)),rich,0,7,False,follow the insturction,make the pattern and if there is any more on the side s or any blue fill in with black,,,,
a740d043.json,(lambda (to_min_grid (remove_color (grid_to_block $0) blue) (is_tile (grid_to_block $0)))),rich,0,8,False,follow the insturction,make the pattern and if there is any more on the side s or any blue fill in with black,,,,
a740d043.json,(lambda (to_min_grid (remove_color (remove_black_b (grid_to_block $0)) blue) false)),rich,0,9,False,follow the insturction,make the pattern and if there is any more on the side s or any blue fill in with black,,,,
a740d043.json,(lambda (to_min_grid (merge_blocks (find_blocks_by_inferred_b $0 true false) true) false)),rich,1,5,False,follow the insturction,make the pattern and if there is any more on the side s or any blue fill in with black,,,,
a740d043.json,(lambda (to_min_grid (merge_blocks (find_blocks_by_inferred_b $0 false false) true) false)),rich,1,6,False,follow the insturction,make the pattern and if there is any more on the side s or any blue fill in with black,,,,
a740d043.json,(lambda (to_min_grid (merge_blocks (find_blocks_by_inferred_b $0 true false) false) false)),rich,1,7,False,follow the insturction,make the pattern and if there is any more on the side s or any blue fill in with black,,,,
a740d043.json,(lambda (to_min_grid (merge_blocks (find_blocks_by_inferred_b $0 false false) false) false)),rich,1,8,False,follow the insturction,make the pattern and if there is any more on the side s or any blue fill in with black,,,,
a740d043.json,(lambda (to_min_grid (remove_color (#(lambda (remove_black_b (grid_to_block $0))) $0) blue) false)),rich,3,0,False,follow the insturction,make the pattern and if there is any more on the side s or any blue fill in with black,,,,
a740d043.json,(lambda (blocks_to_min_grid (find_blocks_by_inferred_b $0 (negate_boolean false) false) false false)),rich,generation,entry,False,follow the insturction,make the pattern and if there is any more on the side s or any blue fill in with black,,,,
a740d043.json,(lambda (blocks_to_min_grid (find_blocks_by_inferred_b $0 false false) false (negate_boolean false))),rich,generation,entry,False,follow the insturction,make the pattern and if there is any more on the side s or any blue fill in with black,,,,
a740d043.json,(lambda (blocks_to_min_grid (find_blocks_by_inferred_b $0 (negate_boolean true) false) false false)),rich,generation,entry,False,follow the insturction,make the pattern and if there is any more on the side s or any blue fill in with black,,,,
a740d043.json,(lambda (blocks_to_min_grid (find_blocks_by_inferred_b $0 false (negate_boolean true)) false false)),rich,generation,entry,False,follow the insturction,make the pattern and if there is any more on the side s or any blue fill in with black,,,,
a740d043.json,(lambda (blocks_to_min_grid (find_blocks_by_inferred_b $0 false false) false (negate_boolean true))),rich,generation,entry,False,follow the insturction,make the pattern and if there is any more on the side s or any blue fill in with black,,,,
a740d043.json,(lambda (blocks_to_min_grid (#(lambda (find_blocks_by_inferred_b $0 false false)) $0) false true)),trimmed,generation,entry,False,follow the insturction,make the pattern and if there is any more on the side s or any blue fill in with black,,,,
a740d043.json,(lambda (blocks_to_min_grid (#(lambda (find_blocks_by_inferred_b $0 false false)) $0) false false)),trimmed,generation,entry,False,follow the insturction,make the pattern and if there is any more on the side s or any blue fill in with black,,,,
4c4377d9.json,(lambda (to_min_grid (move (reflect (grid_to_block $0) true) 3 north true) true)),rich,1,0,False,copy the pattern as you see it on the bottom half of the grid into 3 by 4 once done flip the pattern up to the top half of the 3 by 4 grid,you should use the input grid block s and also mirror them to complete the output grid,,,,
4c4377d9.json,(lambda (to_min_grid (move (reflect (grid_to_block $0) true) 3 north true) false)),rich,1,1,False,copy the pattern as you see it on the bottom half of the grid into 3 by 4 once done flip the pattern up to the top half of the 3 by 4 grid,you should use the input grid block s and also mirror them to complete the output grid,,,,
4c4377d9.json,(lambda (to_min_grid (move (reflect (remove_black_b (grid_to_block $0)) true) 3 north true) true)),rich,1,2,False,copy the pattern as you see it on the bottom half of the grid into 3 by 4 once done flip the pattern up to the top half of the 3 by 4 grid,you should use the input grid block s and also mirror them to complete the output grid,,,,
4c4377d9.json,(lambda (to_min_grid (remove_black_b (move (reflect (grid_to_block $0) true) 3 north true)) true)),rich,1,3,False,copy the pattern as you see it on the bottom half of the grid into 3 by 4 once done flip the pattern up to the top half of the 3 by 4 grid,you should use the input grid block s and also mirror them to complete the output grid,,,,
4c4377d9.json,(lambda (to_min_grid (move (reflect (remove_black_b (grid_to_block $0)) true) 3 north true) false)),rich,1,4,False,copy the pattern as you see it on the bottom half of the grid into 3 by 4 once done flip the pattern up to the top half of the 3 by 4 grid,you should use the input grid block s and also mirror them to complete the output grid,,,,
4c4377d9.json,(lambda (to_min_grid (remove_black_b (move (reflect (grid_to_block $0) true) 3 north true)) false)),rich,1,5,False,copy the pattern as you see it on the bottom half of the grid into 3 by 4 once done flip the pattern up to the top half of the 3 by 4 grid,you should use the input grid block s and also mirror them to complete the output grid,,,,
4c4377d9.json,(lambda (to_min_grid (move (reflect (reflect (reflect (grid_to_block $0) true) true) true) 3 north true) false)),rich,1,6,False,copy the pattern as you see it on the bottom half of the grid into 3 by 4 once done flip the pattern up to the top half of the 3 by 4 grid,you should use the input grid block s and also mirror them to complete the output grid,,,,
4c4377d9.json,(lambda (to_min_grid (move (reflect (reflect (reflect (grid_to_block $0) false) false) true) 3 north true) false)),rich,1,7,False,copy the pattern as you see it on the bottom half of the grid into 3 by 4 once done flip the pattern up to the top half of the 3 by 4 grid,you should use the input grid block s and also mirror them to complete the output grid,,,,
4c4377d9.json,(lambda (to_min_grid (move (reflect (reflect (reflect (grid_to_block $0) false) true) false) 3 north true) false)),rich,1,8,False,copy the pattern as you see it on the bottom half of the grid into 3 by 4 once done flip the pattern up to the top half of the 3 by 4 grid,you should use the input grid block s and also mirror them to complete the output grid,,,,
4c4377d9.json,(lambda (to_min_grid (move (reflect (reflect (reflect (grid_to_block $0) true) false) false) 3 north true) false)),rich,1,9,False,copy the pattern as you see it on the bottom half of the grid into 3 by 4 once done flip the pattern up to the top half of the 3 by 4 grid,you should use the input grid block s and also mirror them to complete the output grid,,,,
4c4377d9.json,(lambda (#(lambda (lambda (lambda (to_min_grid (move (reflect (grid_to_block $2) $1) 3 $0 true))))) $0 true north false)),rich,2,0,False,copy the pattern as you see it on the bottom half of the grid into 3 by 4 once done flip the pattern up to the top half of the 3 by 4 grid,you should use the input grid block s and also mirror them to complete the output grid,,,,
4c4377d9.json,(lambda (#(lambda (lambda (lambda (to_min_grid (move (reflect (grid_to_block $2) $1) 3 $0 true))))) $0 true north true)),rich,2,1,False,copy the pattern as you see it on the bottom half of the grid into 3 by 4 once done flip the pattern up to the top half of the 3 by 4 grid,you should use the input grid block s and also mirror them to complete the output grid,,,,
4c4377d9.json,(lambda (#(lambda (lambda (lambda (to_min_grid (move (reflect (grid_to_block $2) $1) 3 $0 true))))) $0 (negate_boolean false) north false)),rich,2,2,False,copy the pattern as you see it on the bottom half of the grid into 3 by 4 once done flip the pattern up to the top half of the 3 by 4 grid,you should use the input grid block s and also mirror them to complete the output grid,,,,
4c4377d9.json,(lambda (#(lambda (lambda (lambda (to_min_grid (move (reflect (grid_to_block $2) $1) 3 $0 true))))) $0 (negate_boolean false) north true)),rich,2,3,False,copy the pattern as you see it on the bottom half of the grid into 3 by 4 once done flip the pattern up to the top half of the 3 by 4 grid,you should use the input grid block s and also mirror them to complete the output grid,,,,
4c4377d9.json,(lambda (#(lambda (lambda (lambda (to_min_grid (move (reflect (grid_to_block $2) $1) 3 $0 true))))) $0 true north (negate_boolean false))),rich,2,4,False,copy the pattern as you see it on the bottom half of the grid into 3 by 4 once done flip the pattern up to the top half of the 3 by 4 grid,you should use the input grid block s and also mirror them to complete the output grid,,,,
4c4377d9.json,(lambda (#(lambda (lambda (lambda (to_min_grid (move (reflect (grid_to_block $2) $1) 3 $0 true))))) $0 true north (negate_boolean true))),rich,2,5,False,copy the pattern as you see it on the bottom half of the grid into 3 by 4 once done flip the pattern up to the top half of the 3 by 4 grid,you should use the input grid block s and also mirror them to complete the output grid,,,,
4c4377d9.json,(lambda (#(lambda (lambda (lambda (to_min_grid (move (reflect (grid_to_block $2) $1) 3 $0 true))))) $0 (touches_any_boundary (#(lambda (remove_black_b (grid_to_block $0))) $0)) north false)),rich,2,6,False,copy the pattern as you see it on the bottom half of the grid into 3 by 4 once done flip the pattern up to the top half of the 3 by 4 grid,you should use the input grid block s and also mirror them to complete the output grid,,,,
